Model,Production_Year,Number_of_Engines,Engine_Type,Capacity,Range_km,Fuel_Consumption_Lph,Hourly_Maintenance_Cost,Age,Sales_Region,Price_USD,Cost_Per_Seat,Maintenance_Cost_Per_Seat,Fuel_Efficiency,Range_Efficiency,Aircraft_Size,Age_Category
Airbus A320,2014,2,Turbofan,180,6300,14.06,4547.54,9,Asya,140141623.55,778564.5752777779,25.26411111111111,0.07811111111111112,448.0796586059744,Large,Mid-Age
Bombardier CRJ200,2010,2,Turbofan,50,3000,11.58,2227.77,13,Avustralya,17467460.76,349349.21520000004,44.5554,0.2316,259.0673575129534,Medium,Mid-Age
Cessna 172,1993,1,Piston,4,1285,14.9,2641.74,30,Avustralya,211936.39,52984.0975,660.435,3.725,86.24161073825503,Small,Old
Airbus A320,2000,2,Turbofan,180,6300,6.77,3805.19,23,Kuzey Amerika,91145941.66,506366.3425555555,21.139944444444446,0.03761111111111111,930.5760709010341,Large,Old
Boeing 777,2012,2,Turbofan,396,15600,3.31,584.96,11,Avustralya,742219361.44,1874291.316767677,1.4771717171717174,0.008358585858585859,4712.9909365558915,Very Large,Mid-Age
Airbus A350,1997,2,Turbofan,350,14800,11.04,2006.31,26,Asya,370859103.29,1059597.4379714287,5.732314285714286,0.03154285714285714,1340.5797101449277,Very Large,Old
Boeing 737,2003,2,Turbofan,162,5700,11.15,3643.86,20,Kuzey Amerika,82726889.08,510659.80913580244,22.492962962962963,0.06882716049382716,511.21076233183857,Large,Old
Airbus A350,2011,2,Turbofan,350,14800,7.85,2701.38,12,Güney Amerika,565040331.99,1614400.948542857,7.718228571428572,0.022428571428571426,1885.3503184713377,Very Large,Mid-Age
Cessna 172,1987,1,Piston,4,1285,22.31,1397.21,36,Afrika,216313.75,54078.4375,349.3025,5.5775,57.5974899148364,Small,Old
Bombardier CRJ200,2014,2,Turbofan,50,3000,5.95,1618.41,9,Avustralya,18973326.69,379466.53380000003,32.3682,0.11900000000000001,504.2016806722689,Medium,Mid-Age
Cessna 172,1998,1,Piston,4,1285,23.09,3968.67,25,Afrika,199575.2,49893.8,992.1675,5.7725,55.65179731485492,Small,Old
Cessna 172,2003,1,Piston,4,1285,15.19,3986.86,20,Avustralya,243236.51,60809.1275,996.715,3.7975,84.59512837393022,Small,Old
Bombardier CRJ200,1984,2,Turbofan,50,3000,8.59,2541.89,39,Avrupa,13308624.52,266172.4904,50.837799999999994,0.1718,349.2433061699651,Medium,Old
Airbus A350,1985,2,Turbofan,350,14800,2.58,4148.24,38,Asya,425794851.92,1216556.7197714287,11.852114285714284,0.007371428571428571,5736.434108527132,Very Large,Old
Airbus A350,1991,2,Turbofan,350,14800,5.64,1833.98,32,Kuzey Amerika,355552823.45,1015865.2098571429,5.239942857142857,0.016114285714285713,2624.113475177305,Very Large,Old
Boeing 737,1986,2,Turbofan,162,5700,8.78,1893.94,37,Avrupa,58662144.28,362112.00172839506,11.690987654320988,0.05419753086419753,649.2027334851937,Large,Old
Boeing 777,1987,2,Turbofan,396,15600,6.95,3486.67,36,Avustralya,360676556.28,910799.3845454545,8.804722222222223,0.017550505050505052,2244.6043165467627,Very Large,Old
Airbus A320,2011,2,Turbofan,180,6300,9.04,1806.28,12,Avrupa,133918778.71,743993.2150555556,10.034888888888888,0.05022222222222222,696.9026548672567,Large,Mid-Age
Airbus A320,2013,2,Turbofan,180,6300,3.04,606.72,10,Avustralya,133342949.72,740794.1651111111,3.3706666666666667,0.01688888888888889,2072.3684210526317,Large,Mid-Age
Boeing 737,1998,2,Turbofan,162,5700,3.15,3746.8,25,Afrika,62713011.54,387117.35518518515,23.128395061728398,0.019444444444444445,1809.5238095238096,Large,Old
Bombardier CRJ200,2014,2,Turbofan,50,3000,11.52,4308.43,9,Avrupa,22136294.11,442725.8822,86.16860000000001,0.2304,260.4166666666667,Medium,Mid-Age
Airbus A350,2002,2,Turbofan,350,14800,4.88,2318.49,21,Afrika,449514005.21,1284325.7291714286,6.624257142857142,0.013942857142857142,3032.786885245902,Very Large,Old
Airbus A350,2021,2,Turbofan,350,14800,9.13,2804.11,2,Asya,884215633.02,2526330.3800571426,8.011742857142858,0.02608571428571429,1621.0295728368017,Very Large,New
Boeing 777,1992,2,Turbofan,396,15600,13.73,4769.17,31,Asya,453060579.87,1144092.373409091,12.043358585858586,0.03467171717171717,1136.1981063364894,Very Large,Old
Boeing 737,1994,2,Turbofan,162,5700,12.42,4440.73,29,Güney Amerika,63227589.07,390293.759691358,27.41191358024691,0.07666666666666666,458.93719806763283,Large,Old
Bombardier CRJ200,2001,2,Turbofan,50,3000,8.57,4309.41,22,Afrika,11173793.04,223475.8608,86.1882,0.1714,350.05834305717616,Medium,Old
Cessna 172,2001,1,Piston,4,1285,15.56,3866.16,22,Avustralya,259728.02,64932.005,966.54,3.89,82.58354755784062,Small,Old
Bombardier CRJ200,2000,2,Turbofan,50,3000,6.57,1241.3,23,Afrika,11854685.74,237093.71480000002,24.826,0.13140000000000002,456.62100456621005,Medium,Old
Cessna 172,2022,1,Piston,4,1285,23.99,1691.9,1,Avustralya,381139.03,95284.7575,422.975,5.9975,53.5639849937474,Small,New
Cessna 172,2015,1,Piston,4,1285,14.0,2998.68,8,Afrika,409979.42,102494.855,749.67,3.5,91.78571428571429,Small,Mid-Age
Airbus A350,1999,2,Turbofan,350,14800,6.81,4122.58,24,Güney Amerika,437978565.15,1251367.329,11.7788,0.019457142857142857,2173.274596182085,Very Large,Old
Airbus A320,1999,2,Turbofan,180,6300,13.5,1443.47,24,Avrupa,88537046.86,491872.4825555555,8.019277777777777,0.075,466.6666666666667,Large,Old
Boeing 777,1994,2,Turbofan,396,15600,7.57,3273.01,29,Afrika,367377659.39,927721.3620959596,8.265176767676769,0.019116161616161618,2060.766182298547,Very Large,Old
Boeing 777,1998,2,Turbofan,396,15600,12.53,2019.7,25,Asya,423966104.56,1070621.4761616162,5.100252525252525,0.03164141414141414,1245.0119712689545,Very Large,Old
Airbus A320,2002,2,Turbofan,180,6300,11.96,3630.55,21,Kuzey Amerika,106605532.93,592252.9607222222,20.169722222222223,0.06644444444444444,526.7558528428093,Large,Old
Airbus A350,1990,2,Turbofan,350,14800,4.75,2239.22,33,Güney Amerika,354841956.63,1013834.1618,6.397771428571428,0.013571428571428571,3115.7894736842104,Very Large,Old
Airbus A320,2014,2,Turbofan,180,6300,14.69,3347.05,9,Kuzey Amerika,123455653.01,685864.7389444445,18.594722222222224,0.0816111111111111,428.8631722260041,Large,Mid-Age
Airbus A320,1991,2,Turbofan,180,6300,9.04,3533.01,32,Avustralya,63400216.43,352223.4246111111,19.627833333333335,0.05022222222222222,696.9026548672567,Large,Old
Bombardier CRJ200,2022,2,Turbofan,50,3000,11.9,4295.43,1,Avrupa,25021806.31,500436.1262,85.9086,0.23800000000000002,252.10084033613444,Medium,New
Airbus A320,1995,2,Turbofan,180,6300,13.13,3430.39,28,Asya,81472141.45,452623.0080555556,19.05772222222222,0.07294444444444445,479.8172124904798,Large,Old
Boeing 737,2000,2,Turbofan,162,5700,6.52,1005.72,23,Güney Amerika,66830124.63,412531.63351851853,6.208148148148148,0.04024691358024691,874.2331288343559,Large,Old
Airbus A320,2008,2,Turbofan,180,6300,12.25,852.09,15,Kuzey Amerika,113151353.61,628618.6311666666,4.733833333333333,0.06805555555555555,514.2857142857143,Large,Mid-Age
Boeing 777,1991,2,Turbofan,396,15600,4.11,4259.69,32,Avrupa,415040566.15,1048082.2377525251,10.756792929292928,0.01037878787878788,3795.620437956204,Very Large,Old
Boeing 777,2002,2,Turbofan,396,15600,4.52,2386.62,21,Avrupa,463225865.97,1169762.2878030303,6.026818181818181,0.011414141414141413,3451.327433628319,Very Large,Old
Boeing 777,2008,2,Turbofan,396,15600,12.47,2890.99,15,Güney Amerika,454431822.5,1147555.1073232323,7.300479797979797,0.03148989898989899,1251.0024057738572,Very Large,Mid-Age
Airbus A320,2014,2,Turbofan,180,6300,9.56,4061.09,9,Kuzey Amerika,120413715.44,668965.0857777777,22.561611111111112,0.053111111111111116,658.9958158995815,Large,Mid-Age
Boeing 737,1981,2,Turbofan,162,5700,13.36,725.29,42,Afrika,67102579.31,414213.4525308642,4.477098765432099,0.08246913580246913,426.6467065868264,Large,Old
Airbus A350,1989,2,Turbofan,350,14800,5.21,840.0,34,Afrika,343566503.28,981618.5807999999,2.4,0.014885714285714285,2840.690978886756,Very Large,Old
Boeing 777,1989,2,Turbofan,396,15600,5.87,4443.41,34,Asya,463801985.82,1171217.135909091,11.220732323232323,0.014823232323232323,2657.580919931857,Very Large,Old
Bombardier CRJ200,2014,2,Turbofan,50,3000,5.91,553.42,9,Güney Amerika,16089922.87,321798.45739999996,11.068399999999999,0.1182,507.61421319796955,Medium,Mid-Age
Boeing 777,2021,2,Turbofan,396,15600,13.4,2906.93,2,Avustralya,853430166.46,2155126.682979798,7.340732323232323,0.03383838383838384,1164.1791044776119,Very Large,New
Boeing 777,2010,2,Turbofan,396,15600,5.46,4606.18,13,Kuzey Amerika,723096508.85,1826001.2849747476,11.631767676767678,0.013787878787878788,2857.1428571428573,Very Large,Mid-Age
Bombardier CRJ200,1987,2,Turbofan,50,3000,2.29,2697.51,36,Avustralya,11775684.76,235513.6952,53.9502,0.0458,1310.0436681222707,Medium,Old
Airbus A350,1982,2,Turbofan,350,14800,5.82,3591.17,41,Avrupa,305517576.74,872907.3621142857,10.260485714285714,0.01662857142857143,2542.955326460481,Very Large,Old
Bombardier CRJ200,2015,2,Turbofan,50,3000,7.29,1252.1,8,Asya,21380966.29,427619.3258,25.041999999999998,0.1458,411.52263374485597,Medium,Mid-Age
Boeing 777,1981,2,Turbofan,396,15600,8.95,1545.23,42,Afrika,399159745.3,1007979.1547979799,3.9020959595959597,0.0226010101010101,1743.0167597765364,Very Large,Old
Boeing 777,1985,2,Turbofan,396,15600,3.44,3892.72,38,Kuzey Amerika,366866008.91,926429.315429293,9.830101010101009,0.008686868686868687,4534.883720930233,Very Large,Old
Boeing 737,2018,2,Turbofan,162,5700,5.44,3191.82,5,Avustralya,113565396.69,701020.9672222222,19.702592592592595,0.03358024691358025,1047.7941176470588,Large,New
Airbus A320,2017,2,Turbofan,180,6300,8.73,2874.31,6,Güney Amerika,139172442.37,773180.2353888889,15.968388888888889,0.0485,721.6494845360825,Large,Mid-Age
Airbus A320,1997,2,Turbofan,180,6300,7.22,3123.49,26,Avrupa,84537284.64,469651.58133333334,17.35272222222222,0.04011111111111111,872.5761772853186,Large,Old
Boeing 737,1985,2,Turbofan,162,5700,12.1,4770.86,38,Güney Amerika,68385649.74,422133.64037037035,29.44975308641975,0.07469135802469136,471.07438016528926,Large,Old
Airbus A350,2023,2,Turbofan,350,14800,12.77,2445.78,0,Avustralya,708597718.71,2024564.9106,6.9879428571428575,0.03648571428571428,1158.966327329679,Very Large,New
Boeing 737,2012,2,Turbofan,162,5700,4.46,4203.0,11,Afrika,88470262.27,546112.7300617284,25.944444444444443,0.027530864197530865,1278.0269058295964,Large,Mid-Age
Airbus A320,2011,2,Turbofan,180,6300,5.85,1838.72,12,Kuzey Amerika,131276910.51,729316.1695000001,10.215111111111112,0.0325,1076.923076923077,Large,Mid-Age
Cessna 172,2018,1,Piston,4,1285,19.19,3765.06,5,Güney Amerika,360937.48,90234.37,941.265,4.7975,66.96195935383011,Small,New
Boeing 737,2022,2,Turbofan,162,5700,2.58,2641.58,1,Kuzey Amerika,107614546.41,664287.3235185185,16.30604938271605,0.015925925925925927,2209.3023255813955,Large,New
Airbus A350,1989,2,Turbofan,350,14800,11.31,4867.58,34,Avustralya,328346945.83,938134.1309428571,13.907371428571428,0.03231428571428572,1308.5764809902741,Very Large,Old
Airbus A350,2003,2,Turbofan,350,14800,10.14,2518.44,20,Afrika,395325014.44,1129500.0412571428,7.195542857142858,0.02897142857142857,1459.5660749506903,Very Large,Old
Boeing 777,1980,2,Turbofan,396,15600,4.46,1158.68,43,Kuzey Amerika,380828462.33,961688.0361868687,2.925959595959596,0.011262626262626262,3497.7578475336322,Very Large,Old
Boeing 777,2002,2,Turbofan,396,15600,13.33,2210.88,21,Kuzey Amerika,489849849.94,1236994.5705555556,5.583030303030303,0.03366161616161616,1170.2925731432858,Very Large,Old
Airbus A350,2015,2,Turbofan,350,14800,6.44,3484.17,8,Asya,619528213.69,1770080.6105428573,9.954771428571428,0.0184,2298.136645962733,Very Large,Mid-Age
Airbus A320,2008,2,Turbofan,180,6300,14.41,4159.32,15,Avustralya,128687718.35,714931.7686111111,23.107333333333333,0.08005555555555556,437.1963913948647,Large,Mid-Age
Airbus A350,2008,2,Turbofan,350,14800,13.82,4666.05,15,Kuzey Amerika,404193484.54,1154838.5272571428,13.33157142857143,0.039485714285714284,1070.9117221418235,Very Large,Mid-Age
Airbus A320,2007,2,Turbofan,180,6300,10.97,2592.66,16,Avustralya,108653182.9,603628.7938888889,14.403666666666666,0.06094444444444445,574.2935278030993,Large,Old
Airbus A350,1988,2,Turbofan,350,14800,4.69,4477.99,35,Güney Amerika,351511609.65,1004318.8847142856,12.794257142857143,0.0134,3155.650319829424,Very Large,Old
Cessna 172,1985,1,Piston,4,1285,21.65,1005.08,38,Avrupa,207032.38,51758.095,251.27,5.4125,59.35334872979215,Small,Old
Airbus A320,1999,2,Turbofan,180,6300,12.46,3263.83,24,Afrika,83537785.9,464098.81055555557,18.13238888888889,0.06922222222222223,505.61797752808985,Large,Old
Cessna 172,2001,1,Piston,4,1285,17.45,525.34,22,Asya,258698.36,64674.59,131.335,4.3625,73.63896848137536,Small,Old
Cessna 172,2004,1,Piston,4,1285,24.53,948.77,19,Asya,249020.81,62255.2025,237.1925,6.1325,52.38483489604565,Small,Old
Boeing 737,2006,2,Turbofan,162,5700,4.33,2068.15,17,Avustralya,83781772.97,517171.4380864198,12.766358024691359,0.026728395061728395,1316.3972286374133,Large,Old
Boeing 777,2006,2,Turbofan,396,15600,8.04,3411.82,17,Avrupa,379235001.7,957664.1457070707,8.61570707070707,0.020303030303030302,1940.2985074626868,Very Large,Old
Cessna 172,2009,1,Piston,4,1285,18.59,4802.09,14,Avustralya,302202.58,75550.645,1200.5225,4.6475,69.12318450779989,Small,Mid-Age
Airbus A320,2004,2,Turbofan,180,6300,8.03,2200.86,19,Kuzey Amerika,98137440.89,545208.0049444444,12.227,0.04461111111111111,784.5579078455792,Large,Old
Boeing 777,2017,2,Turbofan,396,15600,8.92,2950.39,6,Kuzey Amerika,664825963.57,1678853.443358586,7.450479797979797,0.022525252525252525,1748.8789237668161,Very Large,Mid-Age
Airbus A350,2015,2,Turbofan,350,14800,11.08,841.42,8,Avustralya,551857182.33,1576734.806657143,2.404057142857143,0.031657142857142856,1335.740072202166,Very Large,Mid-Age
Airbus A350,1994,2,Turbofan,350,14800,11.36,2612.46,29,Asya,389761023.31,1113602.923742857,7.4641714285714285,0.03245714285714286,1302.8169014084508,Very Large,Old
Boeing 737,1989,2,Turbofan,162,5700,7.14,2882.46,34,Kuzey Amerika,69713044.47,430327.435,17.792962962962964,0.04407407407407407,798.3193277310925,Large,Old
Boeing 777,2020,2,Turbofan,396,15600,10.73,4725.99,3,Avustralya,628917569.66,1588175.6809595958,11.934318181818181,0.027095959595959597,1453.8676607642124,Very Large,New
Airbus A350,1987,2,Turbofan,350,14800,7.99,836.36,36,Avustralya,410141519.13,1171832.9118,2.3896,0.02282857142857143,1852.3153942428034,Very Large,Old
Bombardier CRJ200,1998,2,Turbofan,50,3000,7.73,2382.73,25,Afrika,11587918.96,231758.37920000002,47.6546,0.15460000000000002,388.0983182406209,Medium,Old
Airbus A320,2011,2,Turbofan,180,6300,12.07,3354.09,12,Avustralya,120156331.65,667535.1758333334,18.633833333333335,0.06705555555555556,521.9552609776305,Large,Mid-Age
Bombardier CRJ200,1995,2,Turbofan,50,3000,6.5,1340.3,28,Asya,11543368.38,230867.36760000003,26.805999999999997,0.13,461.53846153846155,Medium,Old
Boeing 737,1997,2,Turbofan,162,5700,8.1,2065.86,26,Afrika,58788685.3,362893.11913580244,12.752222222222223,0.049999999999999996,703.7037037037037,Large,Old
Boeing 737,2018,2,Turbofan,162,5700,2.43,1155.33,5,Avustralya,110675743.33,683183.6008024691,7.131666666666666,0.015000000000000001,2345.679012345679,Large,New
Boeing 777,2017,2,Turbofan,396,15600,14.41,2616.12,6,Afrika,755366333.49,1907490.7411363637,6.606363636363636,0.03638888888888889,1082.5815405968078,Very Large,Mid-Age
Bombardier CRJ200,2023,2,Turbofan,50,3000,8.56,981.14,0,Afrika,25936964.88,518739.2976,19.622799999999998,0.17120000000000002,350.46728971962614,Medium,New
Bombardier CRJ200,1987,2,Turbofan,50,3000,2.94,4247.51,36,Kuzey Amerika,14103294.96,282065.89920000004,84.95020000000001,0.0588,1020.4081632653061,Medium,Old
Boeing 777,1990,2,Turbofan,396,15600,13.58,3293.75,33,Güney Amerika,351693479.81,888114.8480050506,8.317550505050505,0.03429292929292929,1148.7481590574373,Very Large,Old
Boeing 737,1989,2,Turbofan,162,5700,12.72,2732.79,34,Kuzey Amerika,57951576.84,357725.782962963,16.869074074074074,0.07851851851851853,448.1132075471698,Large,Old
Airbus A350,1988,2,Turbofan,350,14800,2.67,776.78,35,Kuzey Amerika,364364071.16,1041040.2033142858,2.2193714285714283,0.007628571428571428,5543.07116104869,Very Large,Old
Airbus A320,1983,2,Turbofan,180,6300,6.38,2210.68,40,Kuzey Amerika,85981003.83,477672.2435,12.281555555555554,0.035444444444444445,987.4608150470219,Large,Old
Boeing 777,2006,2,Turbofan,396,15600,4.87,728.84,17,Avustralya,570611120.44,1440937.172828283,1.8405050505050506,0.012297979797979799,3203.2854209445586,Very Large,Old
Boeing 777,1983,2,Turbofan,396,15600,9.12,1734.18,40,Kuzey Amerika,383331361.97,968008.4898232324,4.379242424242425,0.02303030303030303,1710.5263157894738,Very Large,Old
Boeing 777,2013,2,Turbofan,396,15600,12.28,2100.3,10,Avustralya,558203450.28,1409604.6724242424,5.30378787878788,0.03101010101010101,1270.358306188925,Very Large,Mid-Age
Boeing 737,2012,2,Turbofan,162,5700,3.66,2795.96,11,Avrupa,92659822.98,571974.215925926,17.25901234567901,0.022592592592592595,1557.3770491803277,Large,Mid-Age
Bombardier CRJ200,1991,2,Turbofan,50,3000,6.88,1683.16,32,Asya,13866620.77,277332.4154,33.6632,0.1376,436.04651162790697,Medium,Old
Cessna 172,1990,1,Piston,4,1285,23.72,2739.9,33,Güney Amerika,201692.87,50423.2175,684.975,5.93,54.173693086003375,Small,Old
Boeing 777,2000,2,Turbofan,396,15600,12.04,586.28,23,Avustralya,368031920.05,929373.535479798,1.4805050505050505,0.030404040404040402,1295.6810631229237,Very Large,Old
Boeing 777,1997,2,Turbofan,396,15600,2.57,1269.25,26,Avustralya,444862160.78,1123389.2948989898,3.2051767676767677,0.006489898989898989,6070.038910505837,Very Large,Old
Bombardier CRJ200,2003,2,Turbofan,50,3000,8.42,4162.23,20,Asya,15456838.22,309136.7644,83.24459999999999,0.1684,356.29453681710214,Medium,Old
Airbus A320,1980,2,Turbofan,180,6300,3.36,4565.33,43,Avrupa,84770622.91,470947.9050555555,25.362944444444445,0.018666666666666665,1875.0,Large,Old
Airbus A350,2006,2,Turbofan,350,14800,4.48,3750.4,17,Kuzey Amerika,499800166.12,1428000.4746285714,10.715428571428571,0.0128,3303.5714285714284,Very Large,Old
Airbus A320,1986,2,Turbofan,180,6300,2.93,2489.7,37,Avrupa,89699227.32,498329.04066666664,13.831666666666665,0.01627777777777778,2150.1706484641636,Large,Old
Airbus A320,2012,2,Turbofan,180,6300,6.29,2239.0,11,Avrupa,114164694.94,634248.3052222222,12.438888888888888,0.034944444444444445,1001.5898251192369,Large,Mid-Age
Airbus A320,2015,2,Turbofan,180,6300,13.34,3179.1,8,Güney Amerika,129949605.92,721942.2551111111,17.661666666666665,0.07411111111111111,472.263868065967,Large,Mid-Age
Bombardier CRJ200,2013,2,Turbofan,50,3000,11.04,1212.08,10,Güney Amerika,18336430.77,366728.6154,24.2416,0.2208,271.7391304347826,Medium,Mid-Age
Bombardier CRJ200,2015,2,Turbofan,50,3000,10.64,975.76,8,Avustralya,18465008.17,369300.1634,19.5152,0.21280000000000002,281.9548872180451,Medium,Mid-Age
Boeing 737,2006,2,Turbofan,162,5700,2.24,4713.59,17,Afrika,78426806.4,484116.08888888895,29.096234567901234,0.013827160493827161,2544.642857142857,Large,Old
Boeing 737,1987,2,Turbofan,162,5700,2.28,2470.0,36,Avrupa,64953921.0,400950.1296296296,15.246913580246913,0.014074074074074072,2500.0,Large,Old
Boeing 737,2010,2,Turbofan,162,5700,3.72,1947.48,13,Kuzey Amerika,59279121.23,365920.50141975307,12.021481481481482,0.022962962962962963,1532.258064516129,Large,Mid-Age
Boeing 777,2003,2,Turbofan,396,15600,10.74,2193.74,20,Avrupa,484863937.16,1224403.8817171718,5.539747474747474,0.027121212121212122,1452.513966480447,Very Large,Old
Airbus A350,2018,2,Turbofan,350,14800,4.61,3154.25,5,Güney Amerika,770362101.42,2201034.5754857142,9.012142857142857,0.013171428571428572,3210.4121475054226,Very Large,New
Boeing 777,1991,2,Turbofan,396,15600,4.1,1792.99,32,Avustralya,365650655.21,923360.2404292929,4.5277525252525255,0.010353535353535353,3804.878048780488,Very Large,Old
Boeing 777,1981,2,Turbofan,396,15600,9.31,2837.52,42,Avustralya,368483558.58,930514.0368181817,7.165454545454545,0.023510101010101012,1675.6176154672394,Very Large,Old
Boeing 737,1994,2,Turbofan,162,5700,4.54,4752.26,29,Avrupa,70451323.17,434884.71092592593,29.33493827160494,0.02802469135802469,1255.5066079295154,Large,Old
Bombardier CRJ200,1989,2,Turbofan,50,3000,5.32,3021.09,34,Avustralya,12669082.14,253381.6428,60.421800000000005,0.10640000000000001,563.9097744360902,Medium,Old
Airbus A320,1999,2,Turbofan,180,6300,2.51,1681.48,24,Avrupa,90239154.36,501328.63533333334,9.341555555555555,0.013944444444444443,2509.96015936255,Large,Old
